,Kernel,Average False Confidence Before Retraining,Attack,batch_size,eps,eps_step,max_iter,name
587,rbf,0.19513199548386015,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
588,rbf,0.5573831653977933,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
589,rbf,0.4000350240542189,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
590,rbf,0.37649861477686547,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
591,rbf,0.3302271577092504,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
592,rbf,0.30528595735256314,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
593,rbf,0.2889258595800297,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
594,rbf,0.3353173790673254,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 100}",100,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
595,rbf,0.33946593977914113,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
596,rbf,0.3091703938386819,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
597,rbf,0.2956967168387933,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
598,rbf,0.42291977296818395,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
599,rbf,0.22551982398784104,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
600,rbf,0.2678932072789842,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 1}",1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
601,rbf,0.19513199548386015,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
602,rbf,0.3027738005070759,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
603,rbf,0.31704630428609176,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
604,rbf,0.27330333663218476,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 10}",10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
605,rbf,0.28286841167475113,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 100}",100,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
606,rbf,0.36268473507722826,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
607,rbf,0.27160382461116345,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 10}",10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
608,rbf,0.3113853726551716,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
609,rbf,0.19230033456585552,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
610,rbf,0.2923061719299189,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
611,rbf,0.3059102285616837,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
612,rbf,0.3125022841387591,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 1}",1,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
613,rbf,0.26096515881785604,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
614,rbf,0.3248911991750547,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
615,rbf,0.34058954308011957,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
616,rbf,0.3412525166004925,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
617,rbf,0.1930841494197655,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
618,rbf,0.19513199548386015,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
619,rbf,0.2774632280987932,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
620,rbf,0.19313103870359452,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
621,rbf,0.31521432588915205,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 100}",100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
622,rbf,0.28845691588854716,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 10}",10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
623,rbf,0.3040051746498785,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 1}",1,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
624,rbf,0.34387331228720874,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
625,rbf,0.19513199548386015,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
626,rbf,0.2682655799226419,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
627,rbf,0.3153575027926778,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
628,rbf,0.31981294015110256,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
629,rbf,0.541686804010852,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
630,rbf,0.34142188140717716,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
631,rbf,0.2903659354119141,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
632,rbf,0.28391607323258344,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
633,rbf,0.28429230853204757,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
634,rbf,0.19513199548386015,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
635,rbf,0.3057298401747836,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 10}",10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
636,rbf,0.25806224238937636,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
637,rbf,0.36245382351046596,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
638,rbf,0.33960520713392744,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
639,rbf,0.1928449344206069,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
640,rbf,0.35685166858598016,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 100}",100,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
641,rbf,0.4255027020031711,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
642,rbf,0.5573722910440204,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
643,rbf,0.28812961481709737,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 10}",10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
644,rbf,0.3317015755029219,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
645,rbf,0.19333780033863993,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
646,rbf,0.3757386618471581,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 10}",10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
647,rbf,0.26986084595469767,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
648,rbf,0.27147424466222275,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
649,rbf,0.41576921645694503,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
650,rbf,0.2866939939652272,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
651,rbf,0.3020776900123771,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
652,rbf,0.19513199548386015,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
653,rbf,0.42620836890166836,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 100}",100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
654,rbf,0.24830253381293457,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
655,rbf,0.2924236573802656,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
656,rbf,0.19588333999862828,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
657,rbf,0.2985868549228902,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 10}",10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
658,rbf,0.5419774494598831,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
659,rbf,0.37638393792172403,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
660,rbf,0.19333780033863993,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
661,rbf,0.28713478543482773,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
662,rbf,0.3108871936713136,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
663,rbf,0.2873870742702541,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
664,rbf,0.21404226225964315,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
665,rbf,0.3057730111770044,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
666,rbf,0.22905067366126988,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
667,rbf,0.30101978510780125,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
668,rbf,0.278649596270641,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
669,rbf,0.30711534753468755,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
670,rbf,0.25557224417282426,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
671,rbf,0.19513199548386015,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
672,rbf,0.27210074875754225,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
673,rbf,0.25557224417282426,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
674,rbf,0.30821284159583295,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
675,rbf,0.37030681746523747,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
676,rbf,0.3028736601039192,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 100}",100,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
677,rbf,0.2733980331786221,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 100}",100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
678,rbf,0.2946778589793962,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
679,rbf,0.3704260890082363,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 10}",10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
680,rbf,0.19513199548386015,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
681,rbf,0.1948909786889522,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
682,rbf,0.3391138922023774,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
683,rbf,0.2734297050352421,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 100}",100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
684,rbf,0.19513199548386015,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
